age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba,actual_deposit
42,admin.,single,university.degree,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5751004945420284,0.5751004945420284,1
33,technician,married,university.degree,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.45985758419302963,0.45985758419302963,0
48,admin.,married,professional.course,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.4033480863059692,0.4033480863059692,0
29,services,married,high.school,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3328418228585838,0.3328418228585838,0
41,entrepreneur,single,basic.4y,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.39971580036045923,0.39971580036045923,0
38,services,married,basic.9y,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5350568344379817,0.5350568344379817,0
48,admin.,single,university.degree,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5265526151629004,0.5265526151629004,0
32,admin.,married,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1,0.5766891358403607,0.5766891358403607,0
59,admin.,married,basic.4y,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.34586646312755037,0.34586646312755037,0
49,services,married,high.school,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.47872075706489836,0.47872075706489836,0
32,self-employed,divorced,professional.course,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.32651862953333644,0.32651862953333644,0
33,admin.,single,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4954942753825921,0.4954942753825921,0
33,technician,married,professional.course,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5567833954811818,0.5567833954811818,0
31,unemployed,single,university.degree,yes,no,cellular,may,tue,9,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.33948177483730485,0.33948177483730485,0
30,blue-collar,divorced,basic.9y,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2915185081344189,0.2915185081344189,0
54,technician,divorced,basic.9y,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.48533896778980157,0.48533896778980157,0
37,self-employed,single,basic.4y,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.5716142616780371,0.5716142616780371,0
31,management,married,university.degree,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5233752526303449,0.5233752526303449,0
32,blue-collar,single,basic.6y,no,no,cellular,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.19451881140985752,0.19451881140985752,0
58,entrepreneur,married,university.degree,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.4239815415598996,0.4239815415598996,0
46,admin.,divorced,university.degree,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.41740242448565795,0.41740242448565795,0
59,retired,married,basic.4y,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.45973281607710775,0.45973281607710775,0
35,admin.,married,high.school,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.4203962198385438,0.4203962198385438,0
39,admin.,single,university.degree,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,0.5901350230999756,0.5901350230999756,0
38,admin.,single,university.degree,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4716198711674217,0.4716198711674217,0
31,services,single,high.school,no,yes,cellular,jul,thu,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.17633636880003606,0.17633636880003606,0
37,management,married,university.degree,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.4277728414232624,0.4277728414232624,0
32,technician,married,university.degree,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4118748933902944,0.4118748933902944,0
35,blue-collar,married,professional.course,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4885438580257877,0.4885438580257877,0
29,services,married,basic.9y,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.48664511055184567,0.48664511055184567,0
33,admin.,married,university.degree,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5471437209036419,0.5471437209036419,0
49,blue-collar,married,basic.9y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.40007033438714124,0.40007033438714124,0
38,blue-collar,divorced,basic.9y,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.43399315134527905,0.43399315134527905,0
53,admin.,single,basic.6y,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3323303046061882,0.3323303046061882,0
26,blue-collar,married,basic.9y,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5648170915552257,0.5648170915552257,0
34,blue-collar,married,basic.9y,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4390025142570286,0.4390025142570286,0
34,services,married,basic.9y,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.48643774095156245,0.48643774095156245,0
38,technician,married,professional.course,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.45253281181709,0.45253281181709,0
49,blue-collar,married,high.school,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5349967871309337,0.5349967871309337,0
53,technician,married,professional.course,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5368277827588344,0.5368277827588344,1
39,services,married,high.school,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3537927931353177,0.3537927931353177,0
30,technician,single,university.degree,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5462326529439928,0.5462326529439928,0
30,services,married,high.school,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.32406785659323456,0.32406785659323456,0
29,services,single,basic.9y,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.38879709015240316,0.38879709015240316,0
30,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.38343898951102406,0.38343898951102406,0
44,management,single,university.degree,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.4214687494344646,0.4214687494344646,0
31,unemployed,married,professional.course,yes,yes,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4006425385987616,0.4006425385987616,0
53,admin.,married,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5389286258722954,0.5389286258722954,0
34,blue-collar,married,basic.4y,no,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.46055589751513654,0.46055589751513654,0
36,blue-collar,married,basic.4y,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.44777377979031197,0.44777377979031197,0
41,management,married,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5206475980929387,0.5206475980929387,0
43,admin.,married,high.school,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4601687965663833,0.4601687965663833,0
45,blue-collar,single,basic.4y,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5710124499042913,0.5710124499042913,0
38,admin.,married,university.degree,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4330813860178373,0.4330813860178373,0
36,technician,married,university.degree,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.51060029649942,0.51060029649942,0
46,blue-collar,married,basic.9y,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.43987056138502906,0.43987056138502906,0
44,blue-collar,married,basic.4y,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.38473192604636275,0.38473192604636275,0
35,blue-collar,married,basic.9y,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.3943846676846591,0.3943846676846591,0
59,retired,married,basic.4y,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.5412719192200346,0.5412719192200346,0
41,technician,married,professional.course,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4804685232253944,0.4804685232253944,0
49,management,married,university.degree,no,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5015246019502442,0.5015246019502442,0
45,blue-collar,married,basic.9y,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5239353645624096,0.5239353645624096,0
48,blue-collar,married,basic.9y,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4399954474307108,0.4399954474307108,0
30,technician,married,professional.course,yes,yes,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5764830854925351,0.5764830854925351,0
46,blue-collar,married,basic.9y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4312339460186741,0.4312339460186741,0
45,management,married,university.degree,yes,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.420337549960866,0.420337549960866,0
53,blue-collar,married,basic.9y,no,yes,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5759566095982963,0.5759566095982963,0
36,blue-collar,married,basic.4y,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.4831655236103623,0.4831655236103623,0
38,blue-collar,married,basic.9y,no,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.4206793836882314,0.4206793836882314,0
54,technician,married,professional.course,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.578244231589999,0.578244231589999,0
42,admin.,married,professional.course,no,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5253789918998428,0.5253789918998428,0
55,technician,single,professional.course,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.565338586349578,0.565338586349578,0
50,technician,married,university.degree,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5840783187590743,0.5840783187590743,0
47,admin.,single,university.degree,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5393475266085759,0.5393475266085759,0
46,self-employed,married,basic.9y,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3358784808303063,0.3358784808303063,0
40,services,married,high.school,no,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,0,0.49201255799751953,0.49201255799751953,0
36,services,married,high.school,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3324896524492472,0.3324896524492472,0
42,housemaid,married,basic.4y,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.4285759244542889,0.4285759244542889,0
54,management,divorced,university.degree,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.42876927952184096,0.42876927952184096,0
48,admin.,married,high.school,yes,yes,telephone,dec,fri,1,999,0,nonexistent,-0.2,92.756,-45.9,3.563,5176.3,0,0.2953194285199034,0.2953194285199034,0
55,housemaid,married,basic.4y,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.4341183566501553,0.4341183566501553,0
52,self-employed,married,university.degree,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3311729650756312,0.3311729650756312,0
32,blue-collar,married,basic.9y,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.3784871131886528,0.3784871131886528,0
29,blue-collar,married,basic.9y,no,yes,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5682115314383672,0.5682115314383672,0
51,housemaid,married,basic.4y,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.20825870758570958,0.20825870758570958,0
58,services,married,basic.4y,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.38212526711060557,0.38212526711060557,0
32,blue-collar,divorced,basic.9y,yes,yes,cellular,nov,thu,6,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.4093040541328461,0.4093040541328461,0
35,blue-collar,divorced,basic.9y,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.5566752830744277,0.5566752830744277,0
29,entrepreneur,married,basic.6y,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.49601332926928704,0.49601332926928704,0
28,services,single,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5699322988178923,0.5699322988178923,0
24,services,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5011132570735453,0.5011132570735453,0
38,admin.,married,high.school,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4310911407404247,0.4310911407404247,0
25,services,single,high.school,no,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3207857653167748,0.3207857653167748,0
50,technician,married,professional.course,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.37650246300977624,0.37650246300977624,0
40,self-employed,married,high.school,yes,no,telephone,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.3726374805963779,0.3726374805963779,0
47,management,divorced,university.degree,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.40116925500874284,0.40116925500874284,0
35,blue-collar,divorced,basic.9y,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.5880958411712952,0.5880958411712952,0
52,entrepreneur,married,university.degree,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5803306277669065,0.5803306277669065,0
48,services,married,high.school,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5891348515923007,0.5891348515923007,0
45,services,divorced,high.school,no,no,cellular,may,mon,9,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,0,0.1417295161086009,0.1417295161086009,0
39,technician,married,professional.course,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4402876608105257,0.4402876608105257,0
40,blue-collar,married,basic.6y,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.1664801186499308,0.1664801186499308,0
30,admin.,single,university.degree,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.45312885430311023,0.45312885430311023,0
55,retired,married,basic.4y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5201052202877535,0.5201052202877535,0
33,blue-collar,married,basic.9y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.38914926711755055,0.38914926711755055,0
39,technician,married,professional.course,no,yes,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.45620608942082025,0.45620608942082025,0
43,management,married,university.degree,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5516637333910995,0.5516637333910995,0
31,blue-collar,married,basic.4y,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.45804705071952256,0.45804705071952256,0
42,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5504790861838252,0.5504790861838252,0
30,technician,single,professional.course,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.48780458208836197,0.48780458208836197,0
34,admin.,married,university.degree,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.4285453760424211,0.4285453760424211,0
51,entrepreneur,married,university.degree,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5586796044527248,0.5586796044527248,0
49,services,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4130871975326336,0.4130871975326336,0
43,admin.,divorced,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.42338435822485954,0.42338435822485954,0
44,technician,married,high.school,yes,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.4254549677502016,0.4254549677502016,0
34,admin.,married,university.degree,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5859152146576764,0.5859152146576764,0
54,blue-collar,married,basic.9y,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.5648504854016599,0.5648504854016599,0
41,blue-collar,married,high.school,yes,yes,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.550670081095115,0.550670081095115,0
36,services,single,high.school,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.22101449666312004,0.22101449666312004,0
45,blue-collar,married,basic.4y,no,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.4473252057021857,0.4473252057021857,0
53,admin.,divorced,university.degree,yes,no,cellular,aug,fri,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5698334392170111,0.5698334392170111,0
47,management,married,basic.4y,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.5683795976696983,0.5683795976696983,0
59,housemaid,divorced,basic.4y,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.4869227552419412,0.4869227552419412,0
43,entrepreneur,married,basic.4y,no,no,cellular,jul,mon,30,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.05709167212152433,0.05709167212152433,0
30,technician,married,professional.course,no,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5757664347542943,0.5757664347542943,0
51,blue-collar,married,basic.4y,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4512141755401847,0.4512141755401847,0
30,admin.,married,university.degree,yes,no,cellular,nov,wed,5,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.5341649296092991,0.5341649296092991,0
45,blue-collar,married,basic.4y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5017038866740774,0.5017038866740774,0
41,blue-collar,married,basic.4y,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5746713172384994,0.5746713172384994,0
32,management,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.3628715187895246,0.3628715187895246,0
28,blue-collar,married,basic.6y,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5782973912559105,0.5782973912559105,0
46,housemaid,married,basic.9y,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4435980930058109,0.4435980930058109,0
37,admin.,married,high.school,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.5594199775235746,0.5594199775235746,0
45,blue-collar,married,basic.6y,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4527529404157501,0.4527529404157501,0
54,blue-collar,married,basic.4y,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.41984906686354967,0.41984906686354967,0
31,admin.,married,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.551410984495081,0.551410984495081,0
52,technician,married,professional.course,no,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0,0.47182376027492967,0.47182376027492967,0
44,blue-collar,married,basic.6y,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4426291445752901,0.4426291445752901,0
48,technician,single,professional.course,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.39010755109371853,0.39010755109371853,0
43,management,married,university.degree,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,1,0.5488326556559568,0.5488326556559568,0
56,admin.,married,high.school,yes,no,telephone,jun,fri,20,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.18376359401023207,0.18376359401023207,0
49,technician,married,basic.4y,no,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.29729587296647053,0.29729587296647053,0
59,retired,married,university.degree,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5391776185606967,0.5391776185606967,0
32,admin.,single,professional.course,yes,yes,telephone,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.577620366560774,0.577620366560774,0
31,technician,single,university.degree,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3005409952818155,0.3005409952818155,0
56,retired,married,basic.4y,yes,yes,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4021464003135555,0.4021464003135555,0
31,services,married,high.school,yes,no,telephone,jun,thu,12,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.48116373007087704,0.48116373007087704,0
36,blue-collar,divorced,basic.9y,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5862419817353032,0.5862419817353032,0
34,housemaid,married,high.school,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.43876590939065235,0.43876590939065235,0
34,technician,divorced,professional.course,yes,yes,cellular,jul,thu,8,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.4280563627538302,0.4280563627538302,0
39,blue-collar,married,basic.6y,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4427645998597439,0.4427645998597439,0
38,technician,married,professional.course,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3978896194769543,0.3978896194769543,0
38,blue-collar,married,basic.4y,no,no,telephone,may,wed,9,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.2643366237608565,0.2643366237608565,0
45,technician,married,professional.course,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5392121224654516,0.5392121224654516,0
31,admin.,single,university.degree,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5748164326036312,0.5748164326036312,0
32,admin.,single,university.degree,yes,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.39692947808095747,0.39692947808095747,0
41,blue-collar,divorced,professional.course,yes,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.57828574834889,0.57828574834889,0
60,retired,married,professional.course,no,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5194661493189153,0.5194661493189153,0
36,housemaid,married,basic.6y,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.3851785523440199,0.3851785523440199,0
31,blue-collar,married,basic.4y,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.4984079194030943,0.4984079194030943,0
42,admin.,single,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.463238145500242,0.463238145500242,0
60,retired,married,university.degree,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.3477010006294976,0.3477010006294976,0
31,services,divorced,high.school,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.4222822917517884,0.4222822917517884,0
57,blue-collar,married,basic.4y,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.39260811130031203,0.39260811130031203,0
46,admin.,divorced,university.degree,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.5537576100353849,0.5537576100353849,0
43,technician,single,professional.course,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.39543620109028504,0.39543620109028504,0
