age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability
28,admin.,single,high.school,no,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.9390040457904385
35,blue-collar,married,basic.6y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7874790728011666
42,admin.,married,university.degree,no,no,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6692361831360661
42,blue-collar,married,professional.course,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,1,0.9328644285603999
44,admin.,married,high.school,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.6287742772319129
36,management,married,university.degree,no,no,cellular,mar,thu,1,999,2,failure,-1.8,93.369,-34.8,0.654,5008.7,1,0.9318931386657254
55,admin.,divorced,high.school,no,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.649703525869021
49,admin.,married,university.degree,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.40650837678462104
52,admin.,married,university.degree,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6599870142184721
29,services,single,university.degree,yes,no,telephone,aug,fri,1,999,0,nonexistent,-1.7,94.027,-38.3,0.89,4991.6,1,0.5117445109785732
24,technician,single,high.school,yes,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9241436573448559
48,blue-collar,married,basic.4y,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5127432277425704
44,blue-collar,single,basic.4y,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4172854672150616
44,blue-collar,married,basic.4y,no,yes,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.422888251884622
33,admin.,married,university.degree,yes,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,1,0.9419139672295366
32,admin.,single,high.school,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4422301039555745
60,admin.,married,professional.course,yes,yes,cellular,sep,thu,1,6,1,success,-1.1,94.199,-37.5,0.879,4963.6,1,0.9664520739047134
47,self-employed,married,university.degree,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.2838244194413262
27,technician,single,professional.course,no,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.4005968993752871
58,retired,married,high.school,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.675464956832735
29,admin.,divorced,high.school,yes,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4174978395621348
46,housemaid,married,basic.4y,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.500144171576137
44,blue-collar,single,professional.course,no,no,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1,0.8930316607958764
25,services,single,high.school,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.34056241475180943
38,blue-collar,married,basic.9y,no,yes,cellular,apr,fri,2,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.32955261630793536
30,technician,divorced,university.degree,no,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6127162458932669
45,blue-collar,married,basic.4y,yes,no,telephone,may,thu,11,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.32586951728446706
45,admin.,single,high.school,yes,no,cellular,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.6240938932529223
35,blue-collar,married,basic.9y,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.3470493261116964
32,blue-collar,married,basic.9y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.34140961434815825
45,admin.,married,university.degree,yes,no,cellular,nov,wed,2,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.9363757201015802
36,blue-collar,married,basic.9y,no,no,cellular,may,thu,4,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.4299573163603901
23,unemployed,single,high.school,no,no,telephone,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.876,4991.6,1,0.6333024312406567
75,retired,divorced,basic.9y,no,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.56,5099.1,1,0.93580100832562
24,services,single,high.school,no,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,0.5155035386047558
27,technician,single,basic.9y,no,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,1,0.8418208619569492
57,services,married,high.school,yes,no,cellular,nov,fri,2,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,1,0.5732979524428057
46,blue-collar,married,basic.4y,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.352504828594641
29,unemployed,married,high.school,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.609103895822224
31,technician,divorced,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5405681108099505
36,technician,married,professional.course,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5975699859838166
32,services,married,high.school,yes,yes,telephone,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.4427437136377847
35,admin.,married,high.school,yes,no,cellular,jul,wed,2,15,1,success,-1.7,94.215,-40.3,0.802,4991.6,1,0.9657051188017339
30,services,single,high.school,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,1,0.6855701833604644
36,technician,divorced,professional.course,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5976198696472288
49,admin.,married,high.school,yes,no,cellular,aug,tue,8,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6061202333570663
41,blue-collar,married,basic.6y,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.6480580232833779
43,blue-collar,single,basic.9y,yes,no,telephone,jun,wed,21,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.159879381334186
58,admin.,married,university.degree,yes,no,telephone,jun,fri,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5787725773692022
35,admin.,single,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.40981862020673804
30,management,married,university.degree,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.692765949191281
31,services,married,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1,0.6079176347213634
31,admin.,single,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4512056283588508
42,entrepreneur,married,high.school,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6559597028112836
47,blue-collar,married,basic.4y,yes,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.33180034345427095
45,blue-collar,married,basic.9y,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.4508377868683296
42,admin.,married,high.school,yes,no,cellular,jul,fri,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6521107659459674
40,blue-collar,married,basic.4y,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.295326584399837
56,admin.,married,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6570371676785597
47,technician,married,professional.course,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.71330084519967
46,admin.,married,university.degree,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.3585496659364999
30,admin.,single,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5866623849433922
39,services,married,high.school,no,no,telephone,jun,fri,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5396797922387112
48,technician,married,high.school,no,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.9328644285603999
37,technician,single,high.school,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5465719743542178
36,admin.,single,high.school,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.4610185520628684
28,admin.,single,university.degree,no,no,cellular,aug,thu,5,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.9210438944276578
29,blue-collar,married,high.school,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4837697917017687
52,entrepreneur,divorced,high.school,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.656278626429522
31,technician,married,professional.course,no,no,telephone,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6491269243245162
27,blue-collar,single,basic.4y,no,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4590670464035254
57,retired,married,basic.4y,no,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9217284499313289
42,services,divorced,high.school,yes,no,telephone,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.8847348998531935
52,admin.,divorced,university.degree,yes,yes,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1,0.6964571441221215
41,technician,married,professional.course,no,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5154896984201723
47,blue-collar,divorced,basic.9y,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4608074591088737
52,admin.,married,high.school,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.46142204532528663
53,admin.,married,basic.9y,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.572555604346016
46,admin.,single,university.degree,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,1,0.8503258991261742
25,management,single,university.degree,no,no,telephone,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,1,0.6390601223506104
32,technician,single,professional.course,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.473734229838673
57,admin.,married,basic.4y,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.619524621539612
42,blue-collar,married,basic.9y,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5800911459219992
45,management,married,university.degree,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.5955220297447327
44,blue-collar,married,high.school,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4781228060921544
39,admin.,married,university.degree,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6087168626006211
81,retired,divorced,basic.4y,yes,no,cellular,oct,thu,1,999,1,failure,-1.1,94.601,-49.5,0.987,4963.6,1,0.9205207485585826
43,services,married,high.school,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5124065530616345
33,entrepreneur,married,basic.9y,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5702944907598405
47,admin.,married,high.school,no,yes,telephone,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.34900253483441934
33,blue-collar,married,basic.9y,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.7391192961225627
46,admin.,married,university.degree,yes,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,1,0.9421846011382365
38,management,married,high.school,yes,no,telephone,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.26608272580807957
26,admin.,single,high.school,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5999648971248966
28,technician,married,professional.course,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.7200940018492519
25,technician,single,professional.course,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.36198829919766595
41,technician,married,professional.course,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5062602456312988
32,admin.,married,university.degree,no,no,cellular,may,fri,1,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.41242731044305997
56,blue-collar,married,basic.9y,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.3429064171005897
30,technician,married,university.degree,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.36425117968325804
41,blue-collar,married,professional.course,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5460513875916181
30,services,married,basic.9y,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.67879914751243
34,services,married,high.school,no,no,cellular,apr,wed,2,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,1,0.6657657637520534
43,entrepreneur,married,basic.6y,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,1,0.8094895581769548
33,services,married,professional.course,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.4437190610873345
29,admin.,married,university.degree,yes,no,cellular,jul,wed,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.71508652130282
35,admin.,married,high.school,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3186765694416805
28,technician,single,professional.course,yes,yes,cellular,jun,fri,1,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,1,0.9650165519011713
45,technician,married,high.school,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6298417553721128
57,blue-collar,married,basic.4y,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.4567712780992276
57,blue-collar,married,basic.4y,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5160324920985295
32,blue-collar,married,basic.9y,yes,yes,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.6381931981332916
32,blue-collar,married,basic.9y,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.340076437543388
26,admin.,single,university.degree,no,no,cellular,aug,mon,1,6,5,success,-1.7,94.027,-38.3,0.904,4991.6,1,0.9650713246922469
56,services,married,high.school,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,0.8196177066498501
34,technician,married,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.49264331454798127
41,admin.,married,high.school,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5770266090630203
33,admin.,single,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.7317863186427689
32,admin.,single,university.degree,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.40538863844465833
33,services,divorced,high.school,yes,yes,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.3975501871557625
29,technician,single,professional.course,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.624728358980393
40,blue-collar,married,high.school,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.44295523012023447
46,admin.,married,basic.6y,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9307229219470391
31,admin.,married,university.degree,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.71508652130282
34,services,married,basic.9y,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4644619641831606
24,student,single,university.degree,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.4243875096765351
40,blue-collar,married,basic.6y,yes,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.5190805477127406
45,blue-collar,divorced,basic.9y,no,no,cellular,nov,mon,4,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,1,0.5485184950224087
40,blue-collar,married,basic.4y,no,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.28683891891487145
59,admin.,married,university.degree,no,yes,cellular,sep,mon,4,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,1,0.9189137295668652
32,admin.,single,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3803229193118422
56,entrepreneur,married,university.degree,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.4239166671763102
45,technician,married,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5412560974987864
35,admin.,single,university.degree,no,yes,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.9218643100212227
52,self-employed,married,basic.4y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.28437155300647826
28,services,single,high.school,yes,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.774528932907849
28,unemployed,single,basic.4y,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9299110765550918
51,services,married,high.school,yes,no,cellular,nov,mon,3,6,3,success,-1.1,94.767,-50.8,1.05,4963.6,1,0.9650713246922469
30,admin.,single,university.degree,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9241436573448559
28,technician,married,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5454585322712838
32,admin.,single,high.school,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5281271068051968
41,admin.,divorced,university.degree,yes,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7,1,0.9450844362695074
55,management,divorced,basic.6y,no,no,telephone,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.43475634223710813
32,admin.,divorced,university.degree,no,no,telephone,jun,mon,10,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.45429647808219903
30,admin.,single,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.4702812994166778
48,blue-collar,married,basic.6y,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6411148143872034
34,blue-collar,divorced,basic.9y,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.7435054804949512
59,retired,married,basic.9y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5304016628301464
53,blue-collar,married,professional.course,yes,yes,cellular,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.4812368463542363
28,self-employed,married,professional.course,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.36399372794120183
45,entrepreneur,married,basic.4y,yes,no,telephone,nov,tue,7,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.18118709098566863
31,blue-collar,married,basic.9y,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5379425127977584
38,management,married,university.degree,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.609351499969651
45,self-employed,married,university.degree,yes,no,telephone,jun,thu,11,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.43883438975745515
33,services,divorced,high.school,no,yes,cellular,jul,thu,7,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.5948030515871695
36,technician,single,university.degree,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.6416325088539873
36,technician,married,university.degree,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3595707195764538
65,housemaid,married,basic.4y,yes,no,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0.9328644285603999
40,admin.,single,university.degree,no,no,telephone,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5275032033261865
29,admin.,single,university.degree,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6787692686557651
40,admin.,single,university.degree,no,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.5792551479407161
29,technician,married,high.school,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9241436573448559
36,blue-collar,married,basic.4y,yes,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.5690678964284422
29,admin.,single,university.degree,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.7174326211445446
30,services,single,high.school,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.39737076898435864
41,blue-collar,married,high.school,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5006043324578621
38,admin.,married,university.degree,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.38779257514863474
48,blue-collar,married,basic.4y,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.46631316808277257
44,admin.,single,high.school,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5346412438803076
47,housemaid,divorced,basic.9y,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5231781162601372
33,admin.,single,university.degree,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.40372338159999066
36,services,married,professional.course,yes,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.7008906061539408
23,services,single,high.school,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6937559152650123
35,admin.,married,high.school,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.6306855754180402
47,blue-collar,married,basic.9y,no,yes,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5638222842343643
25,blue-collar,married,basic.9y,yes,yes,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6054900837137757
53,blue-collar,divorced,basic.4y,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,1,0.531882272300076
35,admin.,divorced,high.school,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7459095827272759
34,services,married,high.school,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.5957395674728333
43,admin.,divorced,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3907353602342651
42,blue-collar,single,basic.6y,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5645332099000432
34,management,married,university.degree,no,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.9124323388369425
44,admin.,married,university.degree,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4765344695104281
36,admin.,single,university.degree,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.33967413795418117
43,entrepreneur,married,high.school,no,no,telephone,jun,thu,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5866439695395613
20,student,single,high.school,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9241436573448559
55,retired,married,high.school,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.7619277171043495
30,admin.,single,university.degree,yes,no,cellular,jun,thu,1,3,2,success,-2.9,92.963,-40.8,1.26,5076.2,1,0.9650165519011713
57,admin.,single,high.school,no,no,cellular,dec,mon,1,6,2,success,-3.0,92.713,-33.0,0.715,5023.5,1,0.9650713246922469
36,technician,married,high.school,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5487858171958322
53,retired,single,basic.4y,yes,no,cellular,jun,mon,3,999,0,nonexistent,-2.9,92.963,-40.8,1.281,5076.2,1,0.9217284499313289
