age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability
34,admin.,single,university.degree,no,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5844637192528337
51,management,married,university.degree,no,no,telephone,mar,wed,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,1,0.9369741407040969
31,technician,married,university.degree,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.5841985713987051
83,retired,married,basic.4y,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.924277099320732
40,admin.,single,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5310828684728893
35,admin.,married,university.degree,yes,yes,cellular,may,thu,9,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.4088775351823361
36,admin.,divorced,high.school,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.6940076837024721
35,blue-collar,married,basic.9y,no,no,telephone,jun,tue,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5699937496401194
57,management,married,basic.9y,yes,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5499458557438573
51,management,married,university.degree,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.446836221328805
33,technician,married,university.degree,no,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,1,0.5761935371388729
32,technician,single,university.degree,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.6959886279800409
47,housemaid,married,university.degree,no,no,telephone,may,tue,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.48590946224154014
53,admin.,married,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.591482249166429
60,admin.,married,high.school,no,yes,telephone,jun,wed,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.6050413171722
41,blue-collar,married,basic.4y,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.5531529106469778
49,technician,married,professional.course,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.605501921345879
46,admin.,married,university.degree,no,no,cellular,aug,tue,9,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6084074802433285
56,self-employed,married,university.degree,yes,no,cellular,jun,thu,3,999,0,nonexistent,-2.9,92.963,-40.8,1.235,5076.2,1,0.9185652313802772
42,admin.,married,university.degree,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6245022659069309
45,technician,single,university.degree,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.48188997726563554
40,services,married,high.school,yes,no,cellular,apr,fri,2,999,1,failure,-1.8,93.075,-47.1,1.479,5099.1,0,0.25053043959467813
54,services,single,basic.6y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.41774689160278194
57,admin.,married,basic.9y,no,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6936039451984044
36,admin.,married,university.degree,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6682302986334664
45,blue-collar,married,basic.9y,no,no,telephone,jun,thu,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.3391357260736586
60,admin.,single,high.school,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.4392774576227266
33,blue-collar,married,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.45863351058274143
26,admin.,single,university.degree,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6570293971862136
41,housemaid,married,university.degree,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5120762309670113
25,student,single,high.school,no,no,telephone,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.03400555230460138
55,retired,married,high.school,yes,yes,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6564623298400832
40,housemaid,single,university.degree,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4688690274224617
35,technician,married,professional.course,yes,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6259316771626361
53,admin.,married,basic.4y,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5246086989398842
42,blue-collar,married,basic.4y,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.5569496042532872
42,admin.,married,university.degree,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.6972116775102524
33,self-employed,married,basic.9y,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6698377443526382
36,admin.,divorced,university.degree,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.37505294653483917
58,technician,married,professional.course,no,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6241548592470371
54,admin.,married,high.school,no,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9248757763922141
24,student,single,university.degree,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.6302217871925669
49,services,divorced,high.school,yes,no,cellular,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6061609122972879
38,admin.,single,university.degree,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.514087705327875
38,entrepreneur,married,university.degree,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4717721964721065
29,technician,married,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6466565812374759
40,technician,single,university.degree,no,no,cellular,nov,mon,3,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.9293119966413802
53,services,married,high.school,no,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0,0.32362519218549535
44,admin.,single,university.degree,yes,yes,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6504782467292614
23,student,single,basic.6y,no,no,cellular,jun,fri,1,14,1,success,-1.7,94.055,-39.8,0.748,4991.6,1,0.9657051188017339
35,student,single,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.46521222803039114
49,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.551236755223874
32,services,single,basic.6y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.559005757011609
40,technician,single,university.degree,yes,no,telephone,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6246870208148492
29,technician,single,high.school,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6951093994627614
41,services,married,basic.9y,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5265736114823173
23,services,single,basic.9y,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,0.5019549710610531
55,technician,married,high.school,yes,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6084689060229648
37,self-employed,married,professional.course,no,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9210354532388456
36,services,single,high.school,no,no,cellular,may,wed,6,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.24825487054027648
37,blue-collar,married,high.school,no,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0,0.35468443798875887
49,admin.,married,high.school,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6477494884204692
33,management,married,high.school,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.3967411992380088
34,admin.,single,high.school,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6871781280966102
43,admin.,married,basic.9y,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6590047181178629
39,admin.,married,university.degree,no,no,cellular,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.19498997836903956
53,entrepreneur,married,basic.4y,yes,yes,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1,0.9450844362695074
44,services,married,basic.9y,yes,yes,cellular,aug,fri,6,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6226843756531742
37,admin.,married,high.school,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3085117738608793
39,blue-collar,married,basic.9y,no,no,telephone,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.4896036150064041
47,admin.,married,university.degree,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.43023652830690945
30,admin.,married,university.degree,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1,0.9036106950504362
39,technician,single,professional.course,no,no,cellular,apr,wed,3,9,1,success,-1.8,93.075,-47.1,1.415,5099.1,1,0.6345826214613866
55,technician,married,university.degree,no,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6294386082331415
36,technician,married,high.school,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.29621272675821125
30,blue-collar,single,university.degree,no,yes,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.7092572741052017
44,admin.,married,high.school,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.6277032511249393
53,admin.,single,basic.6y,yes,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.36946313128023933
33,management,married,university.degree,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.38775366729223226
50,services,divorced,high.school,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.45217287928686944
35,self-employed,divorced,basic.9y,no,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.3567706276115069
34,blue-collar,married,basic.6y,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.42549153691905184
41,management,married,university.degree,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.45233282458911617
30,student,single,professional.course,no,no,cellular,sep,mon,2,9,2,failure,-1.1,94.199,-37.5,0.879,4963.6,1,0.951617980638862
31,services,married,high.school,yes,no,cellular,nov,wed,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,1,0.5365485121828049
29,self-employed,married,basic.9y,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.13002429352366388
32,entrepreneur,married,university.degree,no,no,telephone,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.3913172327128443
32,management,married,university.degree,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.36313997193377556
50,housemaid,married,basic.4y,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.3431390979106355
28,blue-collar,married,basic.6y,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1,0.5282098144866395
38,technician,married,professional.course,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5769049885711611
35,management,married,university.degree,yes,no,cellular,nov,tue,1,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1,0.9317597364612131
35,entrepreneur,married,high.school,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.39704383595231657
43,blue-collar,married,basic.6y,no,yes,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.6889286574337561
31,admin.,single,university.degree,no,yes,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7809696295168745
68,retired,married,basic.4y,yes,no,cellular,jun,thu,2,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6,1,0.9135469806891937
50,blue-collar,divorced,professional.course,yes,no,cellular,nov,tue,2,9,3,success,-1.1,94.767,-50.8,1.049,4963.6,1,0.9664520739047134
33,admin.,married,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.28415065325344413
48,technician,married,high.school,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,1,0.9165976477322366
50,management,married,university.degree,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5543906946676784
55,services,divorced,high.school,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5797244081381672
33,services,married,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.7310570069586374
40,technician,married,university.degree,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.612588349922999
34,services,divorced,high.school,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7926800677632604
68,retired,married,university.degree,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,1,0.9450844362695074
40,admin.,divorced,university.degree,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6333750068152001
24,services,single,high.school,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.707461604530266
38,technician,married,university.degree,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,1,0.664588348573837
23,blue-collar,married,professional.course,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.574475548439109
50,blue-collar,married,basic.9y,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.6041073773340928
40,management,married,university.degree,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5483900730726552
43,admin.,married,high.school,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4020800238036425
29,technician,married,university.degree,no,no,cellular,jul,thu,23,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.023235914708613182
59,housemaid,divorced,basic.4y,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.46362258058181366
39,blue-collar,divorced,basic.9y,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5471539845053556
32,blue-collar,single,university.degree,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5039049735984443
44,management,single,high.school,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.7783742196694741
48,technician,married,professional.course,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.5586498385542108
58,admin.,divorced,high.school,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6138931932187043
30,technician,single,professional.course,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6992857120979428
29,technician,single,university.degree,yes,yes,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6969735660437716
26,student,single,high.school,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.6950118652489128
29,admin.,married,university.degree,no,no,cellular,nov,wed,3,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,1,0.6759085276690487
22,services,single,high.school,yes,yes,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9151712893191617
28,student,single,university.degree,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.6566429433193834
22,student,single,high.school,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.6703896249156225
52,admin.,divorced,university.degree,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6539486363063742
44,technician,divorced,professional.course,yes,no,cellular,apr,thu,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,1,0.7034571660951856
28,management,married,basic.9y,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.7274324452111564
42,management,divorced,university.degree,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,0.6851297048837457
33,services,married,basic.4y,yes,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.44143407882441243
31,blue-collar,single,basic.9y,no,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.7563553766771459
29,admin.,single,university.degree,yes,yes,cellular,nov,thu,4,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,1,0.5675835344301796
33,management,divorced,university.degree,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9241436573448559
30,admin.,married,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2834665347829004
56,services,married,high.school,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3865685026889897
31,technician,married,professional.course,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3526825967963792
72,retired,married,professional.course,no,no,cellular,sep,wed,1,999,1,failure,-1.1,94.199,-37.5,0.886,4963.6,1,0.9228732821123904
31,admin.,single,university.degree,yes,no,cellular,jul,fri,2,13,2,success,-1.7,94.215,-40.3,0.861,4991.6,1,0.9664520739047134
36,admin.,married,high.school,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5001157148012555
51,management,married,university.degree,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6476385353292576
56,services,married,high.school,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.4174866775155911
36,blue-collar,married,high.school,yes,no,telephone,jun,thu,11,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.5000558791321442
58,management,married,university.degree,no,no,telephone,may,mon,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.34096442441080743
43,blue-collar,single,basic.6y,yes,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6914870978194174
32,admin.,single,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4134896737903762
69,retired,married,high.school,no,no,cellular,sep,fri,3,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,1,0.924277099320732
38,admin.,divorced,high.school,no,no,cellular,apr,tue,2,999,1,failure,-1.8,93.075,-47.1,1.453,5099.1,1,0.6374365795325608
32,admin.,single,university.degree,no,no,cellular,oct,tue,1,999,3,failure,-3.4,92.431,-26.9,0.728,5017.5,1,0.9294514554067346
52,admin.,divorced,university.degree,yes,yes,cellular,jul,tue,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6480918847004014
60,retired,married,basic.4y,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0.9203903576509279
49,entrepreneur,married,basic.4y,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3509193544398918
34,admin.,married,university.degree,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.6163058215727288
40,technician,single,university.degree,no,no,cellular,nov,mon,5,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.9293119966413802
44,admin.,single,university.degree,no,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.6614959286149393
31,entrepreneur,married,university.degree,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6712678304854393
43,management,married,university.degree,no,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5659967587977945
47,admin.,married,basic.4y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3504852385350828
50,management,married,university.degree,yes,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,93.369,-34.8,0.643,5008.7,1,0.9450844362695074
53,admin.,married,high.school,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6592445101231595
41,blue-collar,single,basic.6y,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6473613413549807
47,technician,divorced,high.school,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.9218126980165532
40,technician,married,high.school,yes,no,cellular,jul,wed,3,3,1,success,-2.9,92.469,-33.6,1.029,5076.2,1,0.9650165519011713
25,blue-collar,married,basic.9y,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.37363015374648
41,admin.,single,university.degree,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5740856840450901
34,unemployed,married,basic.9y,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.45257732091490327
46,self-employed,married,basic.9y,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2942786165550643
29,unemployed,single,basic.4y,no,yes,cellular,jun,wed,3,3,2,success,-2.9,92.963,-40.8,1.244,5076.2,1,0.9650165519011713
39,blue-collar,married,professional.course,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.45467486447133487
42,technician,divorced,professional.course,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,1,0.590379730849112
37,blue-collar,single,basic.9y,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4419551017467596
32,management,married,university.degree,yes,no,telephone,mar,wed,1,999,0,nonexistent,-1.8,93.369,-34.8,0.634,5008.7,1,0.9363839083196593
25,blue-collar,single,basic.4y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.554357530081576
48,admin.,divorced,high.school,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4622244236316169
40,services,married,basic.6y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3953697107813181
31,admin.,married,high.school,yes,yes,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.38831110794071244
45,technician,married,professional.course,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5114740317105657
41,unemployed,single,high.school,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6425729611793234
31,technician,single,university.degree,yes,no,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.39807845590821833
28,admin.,married,high.school,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0,0.4022795819820081
37,self-employed,single,university.degree,no,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.627136790627366
51,blue-collar,married,basic.9y,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5434343388496875
34,technician,single,university.degree,no,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6974414054722412
30,admin.,married,basic.9y,yes,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,1,0.9167341846542719
36,admin.,married,university.degree,no,yes,telephone,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.3411921783825869
48,services,divorced,high.school,no,yes,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6109193938029285
31,management,single,high.school,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3966940606657102
38,blue-collar,married,basic.9y,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4522033414919813
37,admin.,married,university.degree,yes,no,cellular,apr,wed,5,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.8570037064232124
40,admin.,married,university.degree,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5062602456312988
36,admin.,married,university.degree,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6573802529314917
41,services,married,university.degree,yes,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5721343255409069
