age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
34,admin.,married,university.degree,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,1,0.9225686214851674,0.9225686214851674
61,retired,married,basic.9y,no,yes,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,1,0.9410059905458146,0.9410059905458146
28,unemployed,married,university.degree,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.75360243510203,0.75360243510203
41,admin.,divorced,high.school,yes,no,cellular,aug,fri,1,6,2,success,-1.7,94.027,-38.3,0.905,4991.6,1,0.9664520739047134,0.9664520739047134
54,admin.,married,university.degree,no,yes,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.9240911363101689,0.9240911363101689
30,admin.,single,university.degree,yes,no,telephone,oct,thu,4,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,1,0.9079783306114683,0.9079783306114683
58,retired,married,university.degree,yes,no,telephone,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.843,5076.2,1,0.7711849437489025,0.7711849437489025
31,blue-collar,married,basic.9y,yes,no,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.652944438296405,0.652944438296405
38,blue-collar,married,basic.9y,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.7334394858557047,0.7334394858557047
31,blue-collar,single,basic.9y,no,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.7563553766771459,0.7563553766771459
35,admin.,married,high.school,yes,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.7018138949777459,0.7018138949777459
75,retired,married,basic.4y,no,no,telephone,aug,tue,2,999,4,failure,-1.7,94.027,-38.3,0.899,4991.6,1,0.8944677642937066,0.8944677642937066
35,blue-collar,married,basic.6y,no,yes,telephone,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.7157027260987274,0.7157027260987274
48,admin.,married,university.degree,yes,no,cellular,aug,wed,7,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6760045365299341,0.6760045365299341
25,blue-collar,single,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.7288193402583475,0.7288193402583475
30,services,single,high.school,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6796303498425631,0.6796303498425631
57,services,married,high.school,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.7137831892476921,0.7137831892476921
49,management,married,university.degree,yes,no,cellular,nov,fri,1,3,1,success,-0.1,93.2,-42.0,4.021,5195.8,1,0.7847067604155712,0.7847067604155712
57,housemaid,married,basic.4y,yes,no,telephone,apr,wed,3,999,1,failure,-1.8,93.749,-34.6,0.642,5008.7,1,0.9374147381091356,0.9374147381091356
34,technician,married,professional.course,yes,no,cellular,nov,tue,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,1,0.9363757201015802,0.9363757201015802
41,blue-collar,single,basic.6y,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6473613413549807,0.6473613413549807
35,services,divorced,high.school,yes,no,cellular,sep,fri,2,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,1,0.924277099320732,0.924277099320732
33,technician,single,professional.course,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,1,0.5954936998291112,0.5954936998291112
26,admin.,married,high.school,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,1,0.9073560497862917,0.9073560497862917
45,blue-collar,married,basic.4y,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6606259447713034,0.6606259447713034
33,admin.,single,high.school,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6703819435689479,0.6703819435689479
30,services,married,high.school,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,1,0.6032038940521097,0.6032038940521097
39,blue-collar,single,basic.4y,no,no,cellular,jul,fri,7,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.593643261931668,0.593643261931668
53,management,divorced,university.degree,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6557956443781325,0.6557956443781325
30,technician,married,professional.course,yes,yes,cellular,oct,thu,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,1,0.9328644285603999,0.9328644285603999
59,admin.,divorced,professional.course,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,0.9235023881376588,0.9235023881376588
73,retired,married,basic.4y,yes,no,cellular,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,1,0.9421846011382365,0.9421846011382365
23,management,single,university.degree,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.7096196838258457,0.7096196838258457
34,admin.,married,high.school,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6865540415617866,0.6865540415617866
44,admin.,divorced,high.school,yes,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,1,0.6250839873263193,0.6250839873263193
43,blue-collar,married,basic.6y,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,1,0.6169329770659533,0.6169329770659533
36,services,married,high.school,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6815342352209155,0.6815342352209155
29,technician,married,professional.course,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.619507975654048,0.619507975654048
34,admin.,single,university.degree,no,no,cellular,mar,tue,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,1,0.9664520739047134,0.9664520739047134
30,entrepreneur,married,high.school,yes,no,telephone,jun,wed,8,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,1,0.6031673754640707,0.6031673754640707
29,admin.,single,basic.9y,no,yes,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.6137718799374041,0.6137718799374041
34,technician,married,high.school,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6254762987846332,0.6254762987846332
34,blue-collar,divorced,professional.course,no,no,telephone,jun,thu,4,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,1,0.597928619332361,0.597928619332361
51,blue-collar,married,basic.9y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,1,0.7859097014490587,0.7859097014490587
53,retired,married,high.school,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.85344815494979,0.85344815494979
48,admin.,married,university.degree,no,no,cellular,dec,mon,2,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,1,0.9204604008399125,0.9204604008399125
59,retired,married,university.degree,yes,yes,cellular,jul,wed,16,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6995662443812803,0.6995662443812803
54,technician,married,basic.9y,no,no,cellular,nov,tue,2,999,1,failure,-3.4,92.649,-30.1,0.72,5017.5,1,0.9318259144414871,0.9318259144414871
41,blue-collar,single,basic.6y,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.6885684216979951,0.6885684216979951
44,admin.,married,high.school,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.6199171554530817,0.6199171554530817
50,retired,married,professional.course,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6572661340637119,0.6572661340637119
60,blue-collar,divorced,basic.4y,no,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6229359599181254,0.6229359599181254
44,technician,married,university.degree,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9316769710126844,0.9316769710126844
27,student,single,basic.9y,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1,0.6403969404306199,0.6403969404306199
36,blue-collar,married,basic.4y,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,1,0.723190262281395,0.723190262281395
38,technician,married,high.school,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6034965763538446,0.6034965763538446
31,services,married,high.school,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.7074889527545207,0.7074889527545207
25,blue-collar,single,high.school,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6280575539553455,0.6280575539553455
73,retired,single,professional.course,no,no,cellular,apr,fri,1,6,3,success,-1.8,93.749,-34.6,0.645,5008.7,1,0.9664520739047134,0.9664520739047134
29,technician,married,university.degree,yes,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,1,0.7026496176064112,0.7026496176064112
28,student,single,university.degree,no,no,telephone,jun,tue,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.6447414786934874,0.6447414786934874
28,blue-collar,married,basic.6y,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5999591904273612,0.5999591904273612
39,technician,married,professional.course,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9318961784011388,0.9318961784011388
50,self-employed,divorced,university.degree,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6562918378405186,0.6562918378405186
52,blue-collar,married,basic.9y,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.650580135611377,0.650580135611377
42,admin.,single,high.school,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.7007419263518403,0.7007419263518403
30,admin.,single,university.degree,yes,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.7012514802430354,0.7012514802430354
43,technician,married,professional.course,yes,no,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6306463014737766,0.6306463014737766
30,services,single,high.school,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,1,0.8945987915639617,0.8945987915639617
28,blue-collar,single,basic.9y,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.706531315931456,0.706531315931456
55,admin.,married,high.school,yes,no,cellular,apr,wed,3,999,1,failure,-1.8,93.075,-47.1,1.415,5099.1,1,0.857478405134394,0.857478405134394
36,self-employed,single,university.degree,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6005758482884848,0.6005758482884848
34,technician,married,high.school,no,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,1,0.6570824798504186,0.6570824798504186
35,management,married,university.degree,yes,no,cellular,nov,tue,1,999,2,failure,-3.4,92.649,-30.1,0.715,5017.5,1,0.9317597364612131,0.9317597364612131
42,services,single,high.school,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.7531740650137962,0.7531740650137962
32,admin.,single,university.degree,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.8126543409191496,0.8126543409191496
45,blue-collar,married,high.school,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6565335471329223,0.6565335471329223
57,retired,married,basic.9y,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6615399817920786,0.6615399817920786
63,technician,married,professional.course,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.838,5076.2,1,0.9235023881376588,0.9235023881376588
55,admin.,married,basic.9y,no,no,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6079787249719921,0.6079787249719921
36,admin.,married,university.degree,no,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.665782408575219,0.665782408575219
53,management,married,high.school,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,1,0.6507358560029715,0.6507358560029715
41,services,married,high.school,yes,yes,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.655511034708909,0.655511034708909
29,admin.,single,high.school,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6823350478981621,0.6823350478981621
30,services,single,high.school,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,1,0.9227580026121761,0.9227580026121761
28,blue-collar,single,basic.9y,yes,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,1,0.947880567109688,0.947880567109688
35,admin.,single,university.degree,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.6207593353132396,0.6207593353132396
24,services,single,basic.9y,no,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.6123560310963624,0.6123560310963624
59,retired,divorced,basic.4y,yes,yes,cellular,jul,mon,1,6,1,success,-1.7,94.215,-40.3,0.827,4991.6,1,0.9650713246922469,0.9650713246922469
37,technician,single,high.school,yes,no,telephone,apr,thu,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,1,0.6681894554944733,0.6681894554944733
36,admin.,married,university.degree,yes,yes,cellular,oct,mon,1,999,1,failure,-3.4,92.431,-26.9,0.743,5017.5,1,0.9179963185700627,0.9179963185700627
39,services,divorced,high.school,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6755199394273258,0.6755199394273258
35,admin.,divorced,university.degree,yes,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6445228403870861,0.6445228403870861
53,blue-collar,married,basic.6y,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6059834611146305,0.6059834611146305
50,admin.,married,basic.9y,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6008592082840648,0.6008592082840648
55,admin.,divorced,university.degree,yes,no,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.445,5099.1,1,0.7797091827808187,0.7797091827808187
29,blue-collar,married,professional.course,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.735068891826297,0.735068891826297
53,blue-collar,married,basic.4y,no,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,1,0.6123351529402348,0.6123351529402348
35,admin.,married,university.degree,yes,no,telephone,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,1,0.6486862168324201,0.6486862168324201
34,admin.,married,basic.9y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.7146563529762636,0.7146563529762636
31,services,married,high.school,yes,no,telephone,jun,wed,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.6047883234800668,0.6047883234800668
31,admin.,married,university.degree,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6406549767905515,0.6406549767905515
33,blue-collar,single,basic.4y,yes,no,cellular,oct,fri,1,999,1,failure,-1.1,94.601,-49.5,0.972,4963.6,1,0.9175697217606672,0.9175697217606672
26,admin.,single,high.school,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.9199293838034258,0.9199293838034258
30,admin.,married,high.school,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1,0.7412264513988506,0.7412264513988506
43,services,married,high.school,yes,yes,telephone,jul,mon,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6558445085437183,0.6558445085437183
42,technician,divorced,professional.course,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,1,0.6298183840508729,0.6298183840508729
27,services,single,high.school,yes,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.614920923645981,0.614920923645981
33,blue-collar,single,basic.4y,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9280339100785162,0.9280339100785162
60,blue-collar,married,professional.course,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.9214848915131396,0.9214848915131396
32,management,single,university.degree,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.8185102514179179,0.8185102514179179
32,technician,married,high.school,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.7157455125620149,0.7157455125620149
52,admin.,married,university.degree,yes,yes,cellular,jun,wed,4,999,3,failure,-1.7,94.055,-39.8,0.767,4991.6,1,0.9242975058571044,0.9242975058571044
30,admin.,single,university.degree,yes,yes,cellular,aug,tue,1,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,0.9650165519011713,0.9650165519011713
33,services,married,high.school,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,1,0.691899234124059,0.691899234124059
33,blue-collar,married,basic.9y,no,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,1,0.7274339913135563,0.7274339913135563
52,blue-collar,divorced,basic.4y,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.6762312677305158,0.6762312677305158
53,technician,married,professional.course,no,yes,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.6165296796083839,0.6165296796083839
36,admin.,married,university.degree,no,no,cellular,oct,thu,2,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,1,0.9318259144414871,0.9318259144414871
41,blue-collar,married,basic.4y,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6958582470401543,0.6958582470401543
31,housemaid,divorced,basic.6y,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.7248514326278415,0.7248514326278415
27,admin.,single,university.degree,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,1,0.8446634258445175,0.8446634258445175
47,services,married,high.school,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,0.7860991506626047,0.7860991506626047
43,admin.,married,university.degree,yes,no,cellular,aug,wed,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5958993880656924,0.5958993880656924
59,admin.,married,high.school,yes,no,cellular,apr,thu,3,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,0.9264193695260097,0.9264193695260097
48,technician,divorced,high.school,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1,0.932357492477332,0.932357492477332
32,admin.,married,university.degree,yes,no,cellular,aug,wed,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,1,0.9225686214851674,0.9225686214851674
55,technician,married,professional.course,yes,no,cellular,apr,mon,3,999,2,failure,-1.8,93.075,-47.1,1.466,5099.1,1,0.7055949753081114,0.7055949753081114
46,admin.,single,university.degree,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,1,0.9218126980165532,0.9218126980165532
37,technician,married,professional.course,yes,no,cellular,jul,fri,5,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,1,0.6939363244919045,0.6939363244919045
48,blue-collar,married,basic.9y,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,1,0.683357392480856,0.683357392480856
59,blue-collar,married,basic.9y,yes,no,cellular,may,mon,7,6,1,success,-1.8,92.893,-46.2,1.354,5099.1,1,0.920485814340185,0.920485814340185
56,blue-collar,married,basic.9y,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,1,0.6187500668065827,0.6187500668065827
48,blue-collar,married,basic.4y,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6413455548083659,0.6413455548083659
36,self-employed,single,university.degree,yes,no,cellular,nov,mon,4,999,1,failure,-3.4,92.649,-30.1,0.722,5017.5,1,0.9242978981244125,0.9242978981244125
62,housemaid,married,basic.4y,yes,no,cellular,nov,thu,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,1,0.9363757201015802,0.9363757201015802
23,services,single,high.school,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6346430278221618,0.6346430278221618
35,blue-collar,single,high.school,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1,0.7142887178970033,0.7142887178970033
34,admin.,married,high.school,no,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.7019248290008299,0.7019248290008299
47,admin.,divorced,university.degree,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.6080440415685796,0.6080440415685796
37,technician,married,professional.course,no,no,cellular,aug,fri,10,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5992725162529793,0.5992725162529793
42,admin.,married,university.degree,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6469186105058243,0.6469186105058243
33,technician,married,professional.course,no,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.7913523738393324,0.7913523738393324
42,management,divorced,university.degree,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,1,0.6851297048837457,0.6851297048837457
31,management,divorced,university.degree,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.6632285911586979,0.6632285911586979
34,technician,married,professional.course,yes,no,telephone,may,thu,1,999,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,1,0.8717208292261798,0.8717208292261798
32,admin.,single,university.degree,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.6860898981314614,0.6860898981314614
33,admin.,married,high.school,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.691899234124059,0.691899234124059
27,admin.,single,high.school,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.6922511515180457,0.6922511515180457
43,technician,single,professional.course,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.5982174459522563,0.5982174459522563
43,technician,married,professional.course,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,0.7880749368491767,0.7880749368491767
38,technician,single,high.school,no,no,telephone,jun,wed,1,999,0,nonexistent,-1.7,94.055,-39.8,0.715,4991.6,1,0.8340984326010042,0.8340984326010042
44,admin.,single,basic.9y,yes,yes,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.6503703239157754,0.6503703239157754
60,retired,married,high.school,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,1,0.6762954781108907,0.6762954781108907
50,technician,married,university.degree,yes,no,cellular,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.5937728257678617,0.5937728257678617
28,admin.,single,university.degree,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,1,0.774824052641263,0.774824052641263
49,housemaid,single,university.degree,yes,no,cellular,dec,mon,2,6,1,success,-3.0,92.713,-33.0,0.717,5023.5,1,0.9650713246922469,0.9650713246922469
71,admin.,married,basic.4y,yes,no,cellular,aug,thu,1,999,2,failure,-1.7,94.027,-38.3,0.899,4991.6,1,0.8888854841526781,0.8888854841526781
31,technician,single,professional.course,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1,0.6814426025810436,0.6814426025810436
46,admin.,married,basic.6y,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1,0.9307229219470391,0.9307229219470391
44,technician,married,professional.course,yes,no,cellular,aug,mon,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.6306463014737766,0.6306463014737766
29,services,married,professional.course,no,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.6334933174872637,0.6334933174872637
49,technician,divorced,professional.course,no,no,cellular,oct,thu,1,999,2,failure,-3.4,92.431,-26.9,0.754,5017.5,1,0.8960243697981202,0.8960243697981202
30,admin.,single,university.degree,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,1,0.9241436573448559,0.9241436573448559
32,admin.,married,university.degree,yes,yes,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1,0.6747165853898983,0.6747165853898983
27,admin.,single,university.degree,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1,0.9241436573448559,0.9241436573448559
37,admin.,married,university.degree,yes,no,cellular,apr,wed,5,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,1,0.8570037064232124,0.8570037064232124
37,self-employed,single,basic.4y,no,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,1,0.7763170939872873,0.7763170939872873
44,blue-collar,single,professional.course,no,no,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1,0.8930316607958764,0.8930316607958764
19,student,single,basic.9y,no,no,cellular,aug,mon,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,0.9635789467162076,0.9635789467162076
