age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,predicted_deposit,probability,predicted_proba
60,retired,divorced,university.degree,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3836656915308664,0.3836656915308664
33,services,married,professional.course,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.4437190610873345,0.4437190610873345
43,admin.,married,university.degree,no,yes,cellular,aug,fri,9,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5886168464800725,0.5886168464800725
48,blue-collar,married,basic.9y,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4608074591088737,0.4608074591088737
49,housemaid,married,basic.9y,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4415817806347946,0.4415817806347946
50,blue-collar,married,basic.9y,yes,no,telephone,may,fri,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.19422184599717968,0.19422184599717968
44,blue-collar,single,basic.9y,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5398220382284056,0.5398220382284056
39,blue-collar,divorced,high.school,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.42679176088126414,0.42679176088126414
40,admin.,single,university.degree,yes,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5334554674761619,0.5334554674761619
49,management,divorced,university.degree,yes,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5533896851153676,0.5533896851153676
21,student,single,basic.9y,no,no,telephone,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,1,0.5727253796422613,0.5727253796422613
35,blue-collar,single,basic.4y,yes,no,telephone,jun,wed,15,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.4749079602326911,0.4749079602326911
54,technician,married,university.degree,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.46487689607998184,0.46487689607998184
51,entrepreneur,married,basic.4y,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5385481276873357,0.5385481276873357
38,admin.,married,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5227240868549405,0.5227240868549405
40,admin.,married,high.school,no,yes,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.42548863062234676,0.42548863062234676
46,admin.,divorced,university.degree,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.39766520231955343,0.39766520231955343
60,management,married,university.degree,yes,no,cellular,aug,tue,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.48839090552019776,0.48839090552019776
35,admin.,married,high.school,yes,no,cellular,may,tue,6,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0,0.40383837821235363,0.40383837821235363
31,technician,married,university.degree,no,no,cellular,nov,fri,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.5841985713987051,0.5841985713987051
38,admin.,single,university.degree,no,no,telephone,may,tue,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5077759332683167,0.5077759332683167
38,admin.,married,university.degree,no,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4833159786272776,0.4833159786272776
33,services,married,high.school,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4429399659828881,0.4429399659828881
32,technician,married,university.degree,no,yes,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.3701259738140311,0.3701259738140311
35,blue-collar,married,professional.course,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5604008086006108,0.5604008086006108
36,services,single,basic.9y,yes,yes,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3500403701400321,0.3500403701400321
42,blue-collar,married,basic.4y,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1,0.5825044079531284,0.5825044079531284
32,admin.,divorced,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.389368528572827,0.389368528572827
38,blue-collar,divorced,basic.9y,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4842541619306127,0.4842541619306127
55,retired,married,basic.9y,no,no,telephone,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0,0.0500806104589406,0.0500806104589406
28,admin.,married,university.degree,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5176150894657922,0.5176150894657922
41,blue-collar,married,high.school,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.21286431995598137,0.21286431995598137
34,services,married,basic.9y,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4644619641831606,0.4644619641831606
59,admin.,married,professional.course,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.42679447673815263,0.42679447673815263
46,blue-collar,married,basic.4y,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.352504828594641,0.352504828594641
27,blue-collar,single,basic.9y,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,1,0.5910576088132256,0.5910576088132256
39,admin.,single,high.school,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1,0.5802331951464976,0.5802331951464976
37,admin.,married,high.school,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.29621272675821125,0.29621272675821125
26,services,single,high.school,yes,yes,telephone,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.3688101685000999,0.3688101685000999
41,technician,married,basic.9y,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5516906120861502,0.5516906120861502
40,blue-collar,married,basic.6y,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.40098849494349253,0.40098849494349253
47,admin.,divorced,university.degree,no,no,telephone,jun,wed,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.556242368332992,0.556242368332992
45,technician,married,professional.course,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5424620228701715,0.5424620228701715
50,admin.,married,high.school,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5524260145789877,0.5524260145789877
50,admin.,married,high.school,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5302275702646185,0.5302275702646185
31,admin.,married,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5658862129381315,0.5658862129381315
24,services,single,basic.9y,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5432635888864534,0.5432635888864534
31,technician,divorced,professional.course,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5405681108099505,0.5405681108099505
49,admin.,married,university.degree,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.41163506713162923,0.41163506713162923
38,admin.,married,university.degree,no,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3804605001574674,0.3804605001574674
30,technician,single,professional.course,no,no,cellular,aug,wed,4,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5584075127360288,0.5584075127360288
46,blue-collar,married,basic.9y,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.43499735212306695,0.43499735212306695
33,technician,married,professional.course,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.318935889989102,0.318935889989102
37,admin.,single,high.school,yes,no,telephone,jul,tue,34,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.11120766895720269,0.11120766895720269
59,retired,married,basic.4y,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0,0.49691507285030856,0.49691507285030856
25,technician,single,university.degree,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4210033815112129,0.4210033815112129
48,blue-collar,married,basic.4y,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.45724764088763986,0.45724764088763986
32,management,single,university.degree,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.3502946079825199,0.3502946079825199
39,admin.,married,university.degree,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5493479372858048,0.5493479372858048
52,unemployed,married,university.degree,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.43544400892513696,0.43544400892513696
29,blue-collar,single,high.school,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.42772854735736193,0.42772854735736193
30,self-employed,married,university.degree,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5397949603599715,0.5397949603599715
33,management,married,university.degree,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.4425026385904142,0.4425026385904142
47,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,1,0.5673774745707162,0.5673774745707162
56,entrepreneur,married,university.degree,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5658923017500278,0.5658923017500278
37,technician,married,professional.course,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.34954410764374466,0.34954410764374466
42,entrepreneur,married,basic.6y,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.5007657745348855,0.5007657745348855
40,blue-collar,married,basic.9y,no,yes,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,1,0.533834184500085,0.533834184500085
45,technician,married,professional.course,yes,yes,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5243782282056357,0.5243782282056357
46,admin.,divorced,high.school,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.4489133920744878,0.4489133920744878
54,technician,single,university.degree,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,1,0.5726879333424124,0.5726879333424124
33,entrepreneur,married,university.degree,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.49345761316780806,0.49345761316780806
30,admin.,married,university.degree,yes,no,cellular,aug,thu,23,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.052104326366692634,0.052104326366692634
51,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,1,0.5356131364439706,0.5356131364439706
41,blue-collar,single,basic.9y,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,1,0.5054907119283302,0.5054907119283302
37,admin.,married,university.degree,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.42375693620323035,0.42375693620323035
55,housemaid,married,basic.4y,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.435064115778193,0.435064115778193
52,self-employed,married,university.degree,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.35631168795769325,0.35631168795769325
32,blue-collar,married,basic.9y,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.371440397065528,0.371440397065528
36,blue-collar,married,basic.9y,no,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,1,0.5046335344799291,0.5046335344799291
26,blue-collar,single,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4351565601359487,0.4351565601359487
42,blue-collar,married,basic.4y,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.43543355577648696,0.43543355577648696
32,blue-collar,divorced,basic.9y,yes,yes,cellular,nov,thu,6,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,0,0.41226321504719615,0.41226321504719615
52,admin.,married,basic.4y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3940878138065659,0.3940878138065659
43,technician,single,professional.course,no,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.5010826328839959,0.5010826328839959
59,retired,married,basic.4y,yes,no,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5267889261149774,0.5267889261149774
24,services,married,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4050583388506313,0.4050583388506313
43,admin.,married,university.degree,yes,no,telephone,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.481014586711247,0.481014586711247
37,technician,married,high.school,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5763453440742737,0.5763453440742737
40,blue-collar,single,basic.4y,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.4064361752594753,0.4064361752594753
42,services,married,professional.course,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.527749476001367,0.527749476001367
36,admin.,single,university.degree,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5781478862251405,0.5781478862251405
34,blue-collar,married,basic.9y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3398581880738803,0.3398581880738803
36,management,divorced,high.school,no,no,telephone,may,mon,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.21649613816423255,0.21649613816423255
42,blue-collar,divorced,basic.4y,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.45510536091793574,0.45510536091793574
31,services,married,basic.9y,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.40490527690688605,0.40490527690688605
39,technician,married,professional.course,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4329461541682936,0.4329461541682936
36,admin.,married,university.degree,no,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5553731988046174,0.5553731988046174
38,blue-collar,married,high.school,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,1,0.550858401141299,0.550858401141299
55,retired,married,basic.4y,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5086557365509815,0.5086557365509815
45,admin.,married,basic.9y,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4731436265850772,0.4731436265850772
41,technician,single,university.degree,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4662452013314713,0.4662452013314713
56,retired,divorced,basic.4y,yes,no,telephone,jun,fri,15,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.39791071708330794,0.39791071708330794
35,technician,single,professional.course,yes,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,1,0.5159849616841393,0.5159849616841393
42,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.556914488739912,0.556914488739912
30,technician,single,professional.course,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5644618678277947,0.5644618678277947
25,blue-collar,single,basic.6y,yes,no,cellular,may,fri,7,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.2811800215494621,0.2811800215494621
38,entrepreneur,married,basic.6y,no,no,telephone,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0,0.393835450264195,0.393835450264195
34,unemployed,married,basic.9y,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,0.45257732091490327,0.45257732091490327
48,admin.,divorced,high.school,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5127251539369116,0.5127251539369116
37,unemployed,married,professional.course,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.29356554355487735,0.29356554355487735
26,blue-collar,married,basic.9y,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3511523727014843,0.3511523727014843
34,blue-collar,married,basic.4y,yes,yes,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.4300154367783187,0.4300154367783187
31,services,single,high.school,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,1,0.5324550186500918,0.5324550186500918
38,blue-collar,married,basic.9y,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4918554359533373,0.4918554359533373
52,technician,married,high.school,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.4592129151144588,0.4592129151144588
29,management,single,university.degree,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,1,0.5880923191052125,0.5880923191052125
40,admin.,divorced,professional.course,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.4472895945207871,0.4472895945207871
32,admin.,divorced,university.degree,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5607065422758523,0.5607065422758523
50,technician,married,university.degree,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1,0.5516649617394144,0.5516649617394144
38,blue-collar,married,basic.4y,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,1,0.57403210275646,0.57403210275646
57,management,divorced,university.degree,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.42744139788497426,0.42744139788497426
38,blue-collar,married,basic.4y,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.4298585830681685,0.4298585830681685
47,housemaid,divorced,basic.4y,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.48865657766449033,0.48865657766449033
45,technician,married,professional.course,yes,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5114740317105657,0.5114740317105657
48,blue-collar,married,basic.6y,yes,no,cellular,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,1,0.5650980591824049,0.5650980591824049
41,entrepreneur,single,basic.4y,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.47360047745921036,0.47360047745921036
44,self-employed,married,university.degree,no,no,telephone,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.3693500344795994,0.3693500344795994
41,management,single,high.school,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.4536787223175377,0.4536787223175377
32,blue-collar,married,basic.9y,no,yes,telephone,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.4862564104491833,0.4862564104491833
32,management,married,high.school,yes,yes,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.41091325493544256,0.41091325493544256
36,self-employed,single,university.degree,yes,yes,cellular,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,1,0.539398685589315,0.539398685589315
49,admin.,divorced,high.school,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.4655207733174268,0.4655207733174268
40,unemployed,divorced,high.school,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,0,0.44207838072059763,0.44207838072059763
54,blue-collar,married,basic.9y,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1,0.5906457460103365,0.5906457460103365
29,technician,married,university.degree,no,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.17114776504194337,0.17114776504194337
51,technician,married,professional.course,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.43977511935248004,0.43977511935248004
49,technician,married,basic.4y,no,no,cellular,nov,fri,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0,0.24886430116070146,0.24886430116070146
39,services,divorced,high.school,yes,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,1,0.5383678617298857,0.5383678617298857
54,technician,married,professional.course,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.4961321048879927,0.4961321048879927
45,services,married,basic.4y,no,no,telephone,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.43195827355915284,0.43195827355915284
43,admin.,single,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0,0.36734173973267015,0.36734173973267015
29,services,married,high.school,yes,yes,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.47630878782838826,0.47630878782838826
44,admin.,married,high.school,no,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.4634368828290821,0.4634368828290821
50,admin.,divorced,high.school,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.4587359263214605,0.4587359263214605
31,admin.,married,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1,0.5414842724908221,0.5414842724908221
40,blue-collar,married,basic.4y,no,no,cellular,nov,thu,5,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.28683891891487145,0.28683891891487145
36,management,married,university.degree,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3238035424912164,0.3238035424912164
49,self-employed,married,professional.course,no,yes,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.4593686162697235,0.4593686162697235
50,housemaid,single,basic.4y,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.4963801962633375,0.4963801962633375
33,admin.,single,high.school,yes,no,cellular,jul,thu,14,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.2794360124681915,0.2794360124681915
38,blue-collar,married,basic.6y,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.3569580809635189,0.3569580809635189
44,services,married,high.school,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.44654165604121077,0.44654165604121077
29,blue-collar,married,basic.9y,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.4858590079064834,0.4858590079064834
48,blue-collar,married,basic.4y,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.486712082358736,0.486712082358736
31,blue-collar,married,basic.4y,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5265160359811747,0.5265160359811747
35,services,married,basic.9y,yes,no,cellular,may,wed,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.4272585614732212,0.4272585614732212
41,admin.,married,university.degree,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.37414173858493105,0.37414173858493105
41,admin.,single,university.degree,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1,0.5672989486778036,0.5672989486778036
35,admin.,married,high.school,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,1,0.51369688065816,0.51369688065816
55,technician,single,professional.course,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,1,0.5705139983336991,0.5705139983336991
49,management,married,professional.course,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.42643878879267394,0.42643878879267394
40,technician,married,professional.course,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,1,0.5723757345570488,0.5723757345570488
34,technician,single,professional.course,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3561480916537366,0.3561480916537366
33,blue-collar,married,basic.9y,no,no,telephone,may,fri,9,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.17054555287479697,0.17054555287479697
49,housemaid,divorced,basic.6y,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.5323069270459381,0.5323069270459381
31,technician,single,university.degree,yes,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1,0.5714146430762533,0.5714146430762533
46,blue-collar,married,basic.4y,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.3628054979440032,0.3628054979440032
37,blue-collar,married,high.school,yes,yes,telephone,may,tue,7,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.27837967148367226,0.27837967148367226
29,admin.,single,high.school,yes,no,telephone,may,thu,6,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.036060261059522036,0.036060261059522036
